run_id,stage,original_feature,exact_feature,original_value,exact_value,exact_minus_original,relationship,defined
verified-v3-muon-1e-4,3,mean_saved_segment_subspace_overlap_to_adamw,exact_mean_saved_segment_overlap_to_adamw,0.11188954987095041,0.14580960752592204,0.03392005765497162,exact_projectors_complete_comparator_population,True
verified-v3-muon-1e-4,3,mean_cumulative_subspace_overlap_to_adamw,exact_mean_cumulative_overlap_to_adamw,0.34272770746486547,0.38435328722417056,0.04162557975930509,exact_projectors_complete_comparator_population,True
verified-v3-muon-1e-4,4,saved_segment_stable_rank_fraction,exact_nonzero_saved_segment_stable_rank_fraction,0.3015314746986736,0.28683878225758513,-0.01469269244108845,exact_rank_and_nonzero_denominator,True
verified-v3-muon-1e-4,4,saved_segment_sketch_effective_rank_fraction,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,0.08309859589884414,0.9134771191414902,0.830378523242646,full_spectrum_and_nonzero_denominator,True
verified-v3-muon-1e-4,4,cumulative_stable_rank_fraction,exact_nonzero_cumulative_stable_rank_fraction,0.10948545068714921,0.10933867045771502,-0.000146780229434193,exact_rank_and_nonzero_denominator,True
verified-v3-muon-1e-4,4,mean_saved_segment_subspace_overlap_to_adamw,exact_mean_saved_segment_overlap_to_adamw,0.09690559405415133,0.12499151263484616,0.028085918580694827,exact_projectors_complete_comparator_population,True
verified-v3-muon-1e-4,4,mean_cumulative_subspace_overlap_to_adamw,exact_mean_cumulative_overlap_to_adamw,0.3422937916422432,0.3840304208188847,0.041736629176641504,exact_projectors_complete_comparator_population,True
verified-v3-muon-1e-4,5,saved_segment_stable_rank_fraction,exact_nonzero_saved_segment_stable_rank_fraction,0.3218004605774361,0.3039728921516006,-0.017827568425835494,exact_rank_and_nonzero_denominator,True
verified-v3-muon-1e-4,5,saved_segment_sketch_effective_rank_fraction,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,0.0831276679315244,0.9158622834217304,0.832734615490206,full_spectrum_and_nonzero_denominator,True
verified-v3-muon-1e-4,5,cumulative_stable_rank_fraction,exact_nonzero_cumulative_stable_rank_fraction,0.10836047871758805,0.10821192892442077,-0.00014854979316727968,exact_rank_and_nonzero_denominator,True
verified-v3-muon-1e-4,5,mean_saved_segment_subspace_overlap_to_adamw,exact_mean_saved_segment_overlap_to_adamw,0.09162704553330606,0.11815595338298165,0.026528907849675598,exact_projectors_complete_comparator_population,True
verified-v3-muon-1e-4,5,mean_cumulative_subspace_overlap_to_adamw,exact_mean_cumulative_overlap_to_adamw,0.34259206429621913,0.38437969411043316,0.04178762981421402,exact_projectors_complete_comparator_population,True
verified-v3-muon-3e-4,1,saved_segment_stable_rank_fraction,exact_nonzero_saved_segment_stable_rank_fraction,0.22130507305131664,0.21642470796680063,-0.004880365084516003,exact_rank_and_nonzero_denominator,True
