family,anchor,challenger,reference,direction,relative_scale,samples,delta_delta_contrastive_loss,delta_delta_positive_score,delta_delta_hardest_negative_score,delta_delta_positive_margin,delta_delta_reciprocal_rank,delta_delta_top1_accuracy
late,late/muon-lr1e-3/checkpoint-2345,muon,adamw,descent,0.0003,224,-0.003929035565437745,0.0008335219962256295,0.0009731783398560115,-0.00013965634363038198,-0.00037202385387250355,0.0
late,late/muon-lr1e-3/checkpoint-2345,muon,adamw,descent,0.001,224,-0.01691828463695298,0.002931093264903341,0.003412400239280292,-0.00048130697437695095,0.002083333342203072,0.004464285714285714
late,late/muon-lr1e-3/checkpoint-2345,muon,adamw,sign_reversal,0.001,224,0.012388105135989314,-0.0025376962231738226,-0.0029994691056864603,0.00046177288251263756,-0.0005952381262821811,0.0
late,late/muon-lr1e-3/checkpoint-2345,normuon,adamw,descent,0.0001,224,-0.0036059273879399507,0.00028834837887968334,0.0003433522901364735,-5.500391125679016e-05,-0.0005952381262821811,0.0
late,late/muon-lr1e-3/checkpoint-2345,normuon,adamw,descent,0.0003,224,-0.005779373267126583,0.00093607311802251,0.0011014552520854132,-0.00016538213406290327,0.0,0.0
late,late/muon-lr1e-3/checkpoint-2345,normuon,adamw,descent,0.001,224,-0.018613304664770642,0.0032170627798352924,0.003759784357888358,-0.0005427215780530657,0.0018601190032703535,0.004464285714285714
late,late/muon-lr1e-3/checkpoint-2345,normuon,adamw,sign_reversal,0.001,224,0.015302024109854706,-0.0027983811284814563,-0.0033133732421057565,0.0005149921136243003,-0.001339285700981106,0.0
late,late/muon-lr1e-3/checkpoint-3907,muon,adamw,descent,0.0001,224,-0.0035928069978733595,0.00032198402498449596,0.00038866033511502404,-6.667631013052804e-05,0.0,0.0
late,late/muon-lr1e-3/checkpoint-3907,muon,adamw,descent,0.0003,224,-0.007723899920773413,0.0009824005620820181,0.0011681235794510161,-0.00018572301736899784,-0.002232142857142857,-0.004464285714285714
late,late/muon-lr1e-3/checkpoint-3907,muon,adamw,descent,0.001,224,-0.023087216022786565,0.003535269094364984,0.004193894565105438,-0.0006586254707404546,-0.0005208333022892475,0.0
late,late/muon-lr1e-3/checkpoint-3907,muon,adamw,sign_reversal,0.001,224,0.019092878853063353,-0.002994927976812635,-0.0036126792963062015,0.0006177513194935662,-0.0024553571295525345,-0.004464285714285714
late,late/muon-lr1e-3/checkpoint-3907,normuon,adamw,descent,0.0001,224,-0.0033986341028103034,0.0003649009657757623,0.0004370813923222678,-7.218042654650552e-05,0.0,0.0
